Timestamp,Raw Data
2026-07-26 21:54:24,"6055812,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6060376,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6064940,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6069500,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6074064,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6078624,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6083184,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6087744,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6092308,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6096864,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6101424,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6105988,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6110552,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6115116,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6119676,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6124240,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6128800,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6133364,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6137928,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6142488,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6147044,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6151604,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6156164,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6160728,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6165288,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6169848,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6174408,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6178968,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6183532,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6188092,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6192656,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6197212,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6201780,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6206344,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6210908,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6215472,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6220040,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6224608,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6229176,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6233736,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6238304,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6242876,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6247444,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6252000,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6256560,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6261124,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6265688,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6270256,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6274828,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6279388,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6283948,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6288512,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6293084,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6297648,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6302216,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6306776,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6311352,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6315920,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6320484,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6325052,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6329616,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6334184,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6338756,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6343324,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6347888,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6352456,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6357020,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6361576,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6366136,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6370704,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6375272,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6379836,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6384404,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6388968,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6393532,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6398096,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6402664,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6407224,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6411788,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6416344,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6420912,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6425476,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6430036,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6434600,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6439160,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6443724,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6448284,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6452848,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6457408,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6461964,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6466516,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6471088,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6475652,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6480212,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6484776,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6489336,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6493900,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6498460,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6503016,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6507580,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6512136,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6516692,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6521252,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6525820,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6530380,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6534944,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6539504,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6544068,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6548628,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6553192,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6557756,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6562308,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6566860,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6571428,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6575992,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6580552,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6585112,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6589672,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6594232,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6598792,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6603356,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6607920,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6612480,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6617036,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6621604,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6626164,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6630728,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6635288,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6639848,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6644412,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6648972,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6653536,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6658096,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6662660,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6667212,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6671780,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6676340,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6680904,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6685464,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6690024,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6694588,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6699148,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6703716,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6708276,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6712840,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6717396,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6721964,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6726528,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6731088,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6735648,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6740212,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6744772,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6749332,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6753888,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6758448,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6763012,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6767568,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6772136,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6776696,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6781260,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6785820,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6790380,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6794944,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6799504,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6804068,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6808628,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6813192,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6817748,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6822308,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6826872,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6831436,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6836000,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6840556,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6845120,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6849680,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6854244,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6858808,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6863368,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6867924,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6872496,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6877060,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6881620,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6886180,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6890740,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6895304,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6899864,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6904428,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6908988,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6913552,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6918108,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:24,"6922680,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6927240,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6931804,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6936368,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6940928,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6945488,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6950048,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6954616,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6959176,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6963744,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6968296,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6972868,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6977428,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6981988,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6986552,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6991116,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"6995680,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"7000240,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
2026-07-26 21:54:25,"7004804,-0.01,-3.14,0.00,0.00,0.00,0.00,0.00"
